id;model;msnbc;msnemb;OBCN;registeredDate;gpsId;qrCode;station.id;station.name;status;states;Lock RSOC;Lock voltage;location;lastCheckUp;totalTripsSinceLastCheckUp;tripsDurationSinceLastCheckUp;lastReportDate;totalTrips;tripsDurationTotal;Battery voltage;Battery temperature;Battery RSOC;Battery current;Motor odometer;custom1;Lock ID;Lock IMEI;Lock UICCID;Lock Status;Lock firmware;BCU firmware;Battery Firmware;Motor Firmware;nfcTagUid;Abandoned;Misparked;Last GPS Position;Last GPS Position Date;BCU Serial Number
7046;FIT;T4118;00007532D016500304E0;S/N 006595;12/7/2023 17:10;;NKCFQI;102;102 - ROSETI;OPERATIVE;OPERATIVE;;;AT_STATION;12/7/2025 10:53;20;28639;12/7/2025 00:43;2181;2631446;;;;;;;;;;;;;;;;false;false;-34.5851209, -58.4492989;21/7/2025 15:19;
7048;FIT;T4095;0000108FD516500304E0;S/N 004880;12/7/2023 17:12;;NGOSGE;57;057 - BELGRANO;OPERATIVE;OPERATIVE;;;AT_STATION;15/7/2025 19:38;0;0;20/7/2025 09:23;1689;2145369;;;;;;;;;;;;;;;;false;false;-34.61324972988651, -58.370645128905494;20/7/2025 17:31;
7052;FIT;T3975;00003090D016500304E0;S/N005555;12/7/2023 17:13;;NVJHOE;291;244 - UADE;OPERATIVE;OPERATIVE;;;AT_STATION;7/7/2025 09:38;22;68651;21/7/2025 09:08;1370;1640942;;;;;;;;;;;;;;;;false;false;0.0, 0.0;20/7/2025 21:33;
7053;FIT;T3976;000001DBD016500304E0;S/N 001498;12/7/2023 17:13;;NBDMJE;237;302 - ESTACION VILLA LURO;OPERATIVE;OPERATIVE;;;AT_STATION;12/7/2025 15:01;9;8265;13/7/2025 11:24;1893;2218125;;;;;;;;;;;;;;;;false;false;-34.63670935917866, -58.50135525810292;21/7/2025 12:20;
7054;FIT;T3982;0000D4E2D416500304E0;S/N 007054;12/7/2023 17:44;;NUCXHK;407;330 - Parque Avellaneda;OPERATIVE;OPERATIVE;;;AT_STATION;13/7/2025 08:23;11;6801;8/7/2025 11:58;2053;2614959;;;;;;;;;;;;;;;;false;false;-34.64243068443109, -58.478115796622575;21/7/2025 00:39;
7055;FIT;T4080;0000495AD416500304E0;S/N 005502;12/7/2023 17:44;;NSQNWI;551;157 - LEGUIZAMON;OPERATIVE;OPERATIVE;;;AT_STATION;7/7/2025 09:09;27;34161;13/7/2025 18:09;1943;2350174;;;;;;;;;;;;;;;;false;false;-34.644804, -58.518867;21/7/2025 10:30;
7057;FIT;T4077;0000947AD116500304E0;S/N 005898;12/7/2023 17:44;;NUYVWK;242;103 - MALBA;OPERATIVE;OPERATIVE;;;AT_STATION;8/7/2025 19:14;28;34511;20/7/2025 17:50;1604;1803698;;;;;;;;;;;;;;;;false;false;-34.57694914795284, -58.40398420287856;21/7/2025 14:35;
7059;FIT;T4081;00008A28D416500304E0;S/N 005602;12/7/2023 17:44;;NPLGVB;526;088 - NUÑEZ ;OPERATIVE;OPERATIVE;;;AT_STATION;15/7/2025 11:47;18;22337;19/7/2025 09:36;1584;1794937;;;;;;;;;;;;;;;;false;false;-34.54162804074317, -58.46340407324712;21/7/2025 09:46;
7060;FIT;T4101;00007875D016500304E0;S/N 004983;12/7/2023 17:45;;NXNAPI;568;342 - HONDURAS;OPERATIVE;OPERATIVE;;;AT_STATION;15/7/2025 18:21;12;19221;20/7/2025 19:43;1973;2394785;;;;;;;;;;;;;;;;false;false;-34.58755, -58.43196;20/7/2025 19:43;
7062;FIT;T4102;0000B6BDD416500304E0;S/N 005329;12/7/2023 17:45;;NIMMLC;;;OPERATIVE;OPERATIVE;;;IN_WAREHOUSE;14/7/2025 00:20;1;1341;17/7/2025 01:30;2200;2809236;;;;;;;;;;;;;;;;false;false;0.0, 0.0;21/7/2025 15:12;
7063;FIT;T4112;00001545D116500304E0;S/N 116062;12/7/2023 17:47;;NEEDIK;431;362 - PARQUE DE LA MEMORIA;OPERATIVE;OPERATIVE;;;AT_STATION;12/7/2025 19:01;13;12003;18/7/2025 09:32;1870;2296702;;;;;;;;;;;;;;;;false;false;-34.542628, -58.436913;21/7/2025 15:15;
7065;FIT;T4009;000017B4D816500304E0;S/N 006732;12/7/2023 17:48;;NBFYKE;569;339 - HIPODROMO DE PALERMO;OPERATIVE;OPERATIVE;;;AT_STATION;7/7/2025 19:36;44;49513;16/7/2025 16:29;1567;1831242;;;;;;;;;;;;;;;;false;false;-34.568757, -58.427288;21/7/2025 01:14;
7067;FIT;T4204;00001FE1D016500304E0;S/N 006696;12/7/2023 17:50;;NIIRHF;349;232 - Sucre y Martinez;OPERATIVE;OPERATIVE;;;AT_STATION;20/7/2025 11:54;2;166;20/7/2025 16:30;2070;2691285;;;;;;;;;;;;;;;;false;false;-34.5703869, -58.4663122;21/7/2025 14:12;
7068;FIT;T4150;0000C21BD016500304E0;S/N 116202;12/7/2023 17:50;;NORDXH;370;305 - Plaza Martin Rodriguez;OPERATIVE;OPERATIVE;;;AT_STATION;17/7/2025 10:11;7;8365;20/7/2025 14:37;1919;2166367;;;;;;;;;;;;;;;;false;false;-34.590964, -58.500336;20/7/2025 15:58;
7069;FIT;T4147;00009E2DD516500304E0;S/N 006740;12/7/2023 17:50;;NBASMH;478;015 - AMENABAR;OPERATIVE;OPERATIVE;;;AT_STATION;10/7/2025 11:56;16;19050;20/7/2025 20:23;1960;2546433;;;;;;;;;;;;;;;;false;false;-34.572056, -58.44752359999999;21/7/2025 14:35;
7070;FIT;T4209;0000B75DD416500304E0;S/N 006447;12/7/2023 17:50;;NPBNOB;128;128 - PARQUE DEL BAJO;OPERATIVE;OPERATIVE;;;AT_STATION;17/7/2025 15:13;22;43178;18/7/2025 10:35;1582;2165857;;;;;;;;;;;;;;;;false;false;-34.60515159, -58.36882117;21/7/2025 12:43;
7072;FIT;T4154;00003389E416500304E0;S/N 006719;12/7/2023 17:50;;NICPQK;585;358 - SAN BLAS;OPERATIVE;OPERATIVE;;;AT_STATION;13/7/2025 02:12;8;10812;13/7/2025 07:45;2274;2740746;;;;;;;;;;;;;;;;false;false;-34.612513475293596, -58.485918440475444;16/7/2025 19:39;
7075;FIT;T4149;0000108AD516500304E0;S/N 115692;12/7/2023 17:50;;NAKEGD;449;352 - Papa Francisco;OPERATIVE;OPERATIVE;;;AT_STATION;11/7/2025 09:16;24;32667;11/7/2025 09:16;1743;2161865;;;;;;;;;;;;;;;;false;false;-34.62883578, -58.463297377;21/7/2025 14:47;
7077;FIT;T4224;0000A4C2D016500304E0;S/N 006103;12/7/2023 17:51;;NFVRSF;87;087 - Guayaquil;OPERATIVE;OPERATIVE;;;AT_STATION;19/7/2025 10:59;0;0;19/7/2025 13:43;1961;2463986;;;;;;;;;;;;;;;;false;false;-34.619845, -58.4314942;19/7/2025 21:10;
7080;FIT;T4235;000095DBD016500304E0;S/N 006395;12/7/2023 17:51;;NYCZSK;189;189 - POSADAS;OPERATIVE;OPERATIVE;;;AT_STATION;13/7/2025 02:12;24;30958;18/7/2025 17:38;2111;2543328;;;;;;;;;;;;;;;;false;false;-34.5886889, -58.3852113;21/7/2025 08:33;
7081;FIT;T4220;00003C4BD516500304E0;S/N 005983;12/7/2023 17:51;;NMJTQH;378;215 - HOSPITAL ALVAREZ;OPERATIVE;OPERATIVE;;;AT_STATION;18/7/2025 11:59;1;1376;19/7/2025 04:17;1671;2082100;;;;;;;;;;;;;;;;false;false;-34.623123, -58.468287;21/7/2025 14:56;
7082;FIT;T4217;0000C57AD416500304E0;S/N 000429;12/7/2023 17:51;;NRWVOF;386;277 - Coghlan;OPERATIVE;OPERATIVE;;;AT_STATION;19/7/2025 10:59;2;1400;19/7/2025 10:59;1429;1643731;;;;;;;;;;;;;;;;false;false;-34.5654, -58.4759;21/7/2025 14:14;
7085;FIT;T4326;00000D67E316500304E0;S/N 006584;12/7/2023 17:51;;NMEAVG;530;031 - PARQUE RIVADAVIA;OPERATIVE;OPERATIVE;;;AT_STATION;21/7/2025 03:25;0;0;21/7/2025 08:54;1789;1989953;;;;;;;;;;;;;;;;false;false;-34.61651103390999, -58.43235024128228;21/7/2025 14:50;
7089;FIT;T4329;0000CF41D116500304E0;R007070;12/7/2023 17:51;;NHXLVH;138;138 - Hospital Britanico;OPERATIVE;OPERATIVE;;;AT_STATION;9/7/2025 11:21;20;25522;18/7/2025 15:32;1714;2015646;;;;;;;;;;;;;;;;false;false;-34.6353595, -58.3876724;21/7/2025 09:31;
7090;FIT;T4328;0000328ED516500304E0;S/N 115888;12/7/2023 17:51;;NREJBG;204;167 - Hipólito Yrigoyen;OPERATIVE;OPERATIVE;;;AT_STATION;11/7/2025 08:35;18;31826;16/7/2025 14:58;1557;1980628;;;;;;;;;;;;;;;;false;false;0.0, 0.0;21/7/2025 12:11;
7092;FIT;T4327;0000131ED516500304E0;S/N 006293;12/7/2023 17:51;;NOLWWE;560;291 - JUAN BAUTISTA ALBERDI;OPERATIVE;OPERATIVE;;;AT_STATION;8/7/2025 09:58;6;1567;14/7/2025 08:20;2041;2335438;;;;;;;;;;;;;;;;false;false;-34.651081, -58.502125;21/7/2025 13:51;
7097;FIT;T4400;000085E8D416500304E0;S/N 005402;12/7/2023 17:57;;NPBZVE;255;374 - Puan;OPERATIVE;OPERATIVE;;;AT_STATION;12/7/2025 15:01;25;32172;17/7/2025 09:14;1922;2407529;;;;;;;;;;;;;;;;false;false;-34.622092, -58.448547;18/7/2025 19:31;
7099;FIT;T4368;0000F9D9E416500304E0;S/N 005191;12/7/2023 17:57;;NKSNTI;569;339 - HIPODROMO DE PALERMO;OPERATIVE;OPERATIVE;;;AT_STATION;16/7/2025 00:36;14;22470;17/7/2025 02:28;1455;1820908;;;;;;;;;;;;;;;;false;false;-34.568757, -58.427288;20/7/2025 11:13;
7100;FIT;T4389;0000D7E2D016500304E0;S/N 1100053;12/7/2023 17:57;;NIMOGB;230;259 - PLAZA CASTELLI;OPERATIVE;OPERATIVE;;;AT_STATION;17/7/2025 07:12;7;10926;19/7/2025 12:21;1717;2220721;;;;;;;;;;;;;;;;false;false;-34.5678255, -58.4645037;19/7/2025 19:42;
7101;FIT;T4388;000059E8D416500304E0;S/N 004998;12/7/2023 17:57;;NVNXFJ;29;029 - Parque Centenario;OPERATIVE;OPERATIVE;;;AT_STATION;7/7/2025 23:30;41;42503;10/7/2025 23:50;1743;2243246;;;;;;;;;;;;;;;;false;false;-34.6079414, -58.4335573;21/7/2025 15:21;
7104;FIT;T4419;00003DF9CF16500304E0;S/N 005040;12/7/2023 17:58;;NNNMRC;111;111 - MACACHA GUEMES;OPERATIVE;OPERATIVE;;;AT_STATION;16/7/2025 03:54;8;10619;16/7/2025 08:53;1787;2156467;;;;;;;;;;;;;;;;false;false;-34.6054877, -58.3646858;21/7/2025 08:43;
7105;FIT;T4412;0000522AD516500304E0;S/N 007129;12/7/2023 17:58;;NVMGCF;458;219 - Parque Chacabuco II;OPERATIVE;OPERATIVE;;;AT_STATION;6/7/2025 23:50;47;61501;11/7/2025 16:10;1471;2027351;;;;;;;;;;;;;;;;false;false;-34.63642574842393, -58.44400690036916;21/7/2025 15:02;
7108;FIT;T4532;0000F77BD016500304E0;S/N 006067;12/7/2023 18:00;;NNECSK;551;157 - LEGUIZAMON;OPERATIVE;OPERATIVE;;;AT_STATION;15/7/2025 03:43;15;24230;15/7/2025 08:04;2004;2489013;;;;;;;;;;;;;;;;false;false;-34.644804, -58.518867;20/7/2025 19:19;
7112;FIT;T4498;0000A61BD516500304E0;S/N 115662;12/7/2023 18:00;;NIFKVH;374;367 - Eva Perón;OPERATIVE;OPERATIVE;;;AT_STATION;13/7/2025 10:35;1;472;3/7/2025 11:09;1974;2343468;;;;;;;;;;;;;;;;false;false;-34.6471, -58.4698;16/7/2025 11:56;
7113;FIT;T4495;0000D94CD516500304E0;S/N 116264;12/7/2023 18:00;;NCHKII;231;384 - PLAZA BENITO NAZAR;OPERATIVE;OPERATIVE;;;AT_STATION;8/7/2025 10:28;37;51639;13/7/2025 07:45;1731;3150713;;;;;;;;;;;;;;;;false;false;-34.60511787, -58.445999589;19/7/2025 19:26;
7116;FIT;T4522;00004307D316500304E0;S/N 116187;12/7/2023 18:02;;NFANBC;370;305 - Plaza Martin Rodriguez;OPERATIVE;OPERATIVE;;;AT_STATION;17/7/2025 18:17;12;12471;19/7/2025 17:03;1780;2106808;;;;;;;;;;;;;;;;false;false;-34.590964, -58.500336;20/7/2025 15:58;
7118;FIT;T4521;0000D92BD416500304E0;S/N 006401;12/7/2023 18:02;;NVBIED;563;312 - PARQUE GENERAL PAZ;OPERATIVE;OPERATIVE;;;AT_STATION;17/7/2025 04:02;4;2253;18/7/2025 20:32;1918;2230745;;;;;;;;;;;;;;;;false;false;-34.5677377879199, -58.505283495700816;21/7/2025 10:38;
7119;FIT;T4515;000066B0D416500304E0;S/N 115703;12/7/2023 18:02;;NCLBSG;197;197 - PLAZA CIUDAD DE UDINE;OPERATIVE;OPERATIVE;;;AT_STATION;14/7/2025 18:23;8;9066;18/7/2025 11:50;1398;1784298;;;;;;;;;;;;;;;;false;false;-34.620998, -58.493044;20/7/2025 16:47;
7123;FIT;T4222;0000337BD416500304E0;S/N 006236;12/7/2023 18:05;;NHVSGI;;;OPERATIVE;OPERATIVE;;;IN_USE;18/7/2025 17:44;2;1039;18/7/2025 20:53;2013;2454587;;;;;;;;;;;;;;;;false;false;0.0, 0.0;21/7/2025 15:14;
7124;FIT;T4221;00007DE0D416500304E0;S/N 006058;12/7/2023 18:05;;NYOVBE;424;387 - Luna;OPERATIVE;OPERATIVE;;;AT_STATION;19/7/2025 10:27;5;9919;19/7/2025 08:09;2146;2669833;;;;;;;;;;;;;;;;false;false;-34.639807, -58.39905;21/7/2025 08:13;
7126;FIT;T4146;000097DDD016500304E0;S/N 006987;12/7/2023 18:09;;NVBXJH;479;347 - CARABOBO;OPERATIVE;OPERATIVE;;;AT_STATION;18/7/2025 09:51;6;7786;17/7/2025 09:51;2254;2742459;;;;;;;;;;;;;;;;false;false;0.0, 0.0;20/7/2025 22:05;
7131;FIT;T4300;000033DBD016500304E0;S/N 006711;12/7/2023 18:15;;NHYOWK;291;244 - UADE;OPERATIVE;OPERATIVE;;;AT_STATION;15/7/2025 03:04;11;14943;15/7/2025 06:55;2008;3722957;;;;;;;;;;;;;;;;false;false;-34.617247, -58.381627;20/7/2025 17:58;
7133;FIT;T4249;0000CC21D416500304E0;S/N 005979;12/7/2023 18:15;;NXYFED;579;363 - NAZCA;OPERATIVE;OPERATIVE;;;AT_STATION;11/7/2025 13:11;19;11043;15/7/2025 01:19;1663;2278033;;;;;;;;;;;;;;;;false;false;-34.60959910878925, -58.48317261716194;18/7/2025 13:48;
7134;FIT;T4386;00009941D116500304E0;S/N 110009;12/7/2023 18:17;;NLFNZC;537;389 - Av. ELCANO;OPERATIVE;OPERATIVE;;;AT_STATION;17/7/2025 09:55;3;8251;18/7/2025 11:35;1710;2062588;;;;;;;;;;;;;;;;false;false;-34.57080828710083, -58.45806148960133;21/7/2025 00:56;
7135;FIT;T4385;000002DBD016500304E0;S/N 116072;12/7/2023 18:17;;NGGDDE;465;192 - HOSPITAL SIRIO;OPERATIVE;OPERATIVE;;;AT_STATION;15/7/2025 07:04;10;20032;21/7/2025 13:10;1642;2035083;;;;;;;;;;;;;;;;false;false;-34.59066966722957, -58.50753666955483;21/7/2025 13:10;
7137;FIT;T4398;0000AF9DD516500304E0;S/N 005157;12/7/2023 18:20;;NODQOF;566;306 - PLAZA RAVIGNANI;OPERATIVE;OPERATIVE;;;AT_STATION;7/7/2025 19:39;8;6849;7/7/2025 19:39;1843;2284968;;;;;;;;;;;;;;;;false;false;-34.61325, -58.522861;20/7/2025 17:55;
7138;FIT;T4399;00003A44D116500304E0;S/N 007020;12/7/2023 18:20;;NLWKAD;476;279 - PLAZA MONTE CASTRO;OPERATIVE;OPERATIVE;;;AT_STATION;19/7/2025 22:12;2;781;21/7/2025 08:31;1988;2394494;;;;;;;;;;;;;;;;false;false;-34.6182924, -58.4985253;21/7/2025 13:40;
7139;FIT;T4433;00004AE5D016500304E0;S/N 006952;12/7/2023 18:20;;NOSEFE;;;OPERATIVE;OPERATIVE;;;IN_USE;15/7/2025 11:53;19;21850;15/7/2025 14:27;1472;1856535;;;;;;;;;;;;;;;;false;false;0.0, 0.0;21/7/2025 15:11;
7140;FIT;T4494;00003202D016500304E0;S/N 006141;12/7/2023 18:23;;NBCTXH;284;229 - RIGLOS;OPERATIVE;OPERATIVE;;;AT_STATION;12/7/2025 10:12;15;12186;12/7/2025 10:12;1493;1797277;;;;;;;;;;;;;;;;false;false;-34.631018, -58.435056;17/7/2025 23:49;
7143;FIT;T4577;0000DE6CD016500304E0;S/N 006444;12/7/2023 18:26;;NCGOUJ;382;204 - Biarritz;OPERATIVE;OPERATIVE;;;AT_STATION;13/7/2025 11:41;18;13449;18/7/2025 13:16;1979;2305531;;;;;;;;;;;;;;;;false;false;-34.60543081369964, -58.477255218997016;21/7/2025 12:11;
7144;FIT;T4579;0000D74BD516500304E0;S/N 006699;12/7/2023 18:26;;NICNSI;479;347 - CARABOBO;OPERATIVE;OPERATIVE;;;AT_STATION;7/7/2025 02:07;45;55555;18/7/2025 14:29;2119;2571599;;;;;;;;;;;;;;;;false;false;-34.6262877, -58.45530009999999;20/7/2025 18:32;
7145;FIT;T4576;00005D6CD016500304E0;S/N 007029;12/7/2023 18:26;;NXNPSH;353;237 - Madero Office;OPERATIVE;OPERATIVE;;;AT_STATION;15/7/2025 06:43;18;32167;20/7/2025 17:42;2174;2620917;;;;;;;;;;;;;;;;false;false;-34.599036, -58.364695;20/7/2025 19:23;
7151;FIT;T4572;0000FAF9D016500304E0;S/N 005389;12/7/2023 18:31;;NBBIZG;311;213 - Hospital Alvear;OPERATIVE;OPERATIVE;;;AT_STATION;15/7/2025 12:40;3;2789;15/7/2025 15:41;1329;1618842;;;;;;;;;;;;;;;;false;false;-34.5972098, -58.47421143;18/7/2025 20:42;
7152;FIT;T4573;0000FBBFD016500304E0;S/N 005169;12/7/2023 18:31;;NXFJJK;;;OPERATIVE;OPERATIVE;;;IN_USE;18/7/2025 11:34;6;1699;20/7/2025 13:04;925;1007789;;;;;;;;;;;;;;;;false;false;0.0, 0.0;21/7/2025 15:06;
7153;FIT;T4574;00008A79D816500304E0;S/N 005460;12/7/2023 18:31;;NGWDPC;371;269 - Plaza De La Misericordia;OPERATIVE;OPERATIVE;;;AT_STATION;15/7/2025 03:43;4;4175;15/7/2025 07:39;2072;2748556;;;;;;;;;;;;;;;;false;false;-34.6317, -58.45534;21/7/2025 15:23;
7154;FIT;T4586;0000F73BD216500304E0;S/N 116082;12/7/2023 18:35;;NUOGPC;582;343 - NEUQUEN;OPERATIVE;OPERATIVE;;;AT_STATION;17/7/2025 15:13;6;6465;17/7/2025 15:50;1640;1809661;;;;;;;;;;;;;;;;false;false;-34.61569987780073, -58.45312848224375;19/7/2025 20:39;
7156;FIT;T4584;0000AA28D116500304E0;S/N 115887;12/7/2023 18:35;;NLLEJE;433;273 - Plazoleta Colombia;OPERATIVE;OPERATIVE;;;AT_STATION;16/7/2025 09:37;1;327;15/7/2025 07:32;1446;1691199;;;;;;;;;;;;;;;;false;false;-34.637697, -58.373726;17/7/2025 14:41;
7163;FIT;T4539;0000CDE3D416500304E0;S/N 116255;12/7/2023 18:41;;NTJCTK;74;074 - INSTITUTO LELOIR;OPERATIVE;OPERATIVE;;;AT_STATION;15/7/2025 19:40;8;9146;18/7/2025 09:15;1151;1314870;;;;;;;;;;;;;;;;false;false;-34.60439, -58.43454;21/7/2025 07:32;
7164;FIT;T4542;0000B17DD116500304E0;S/N 005219;12/7/2023 18:41;;NALHVF;158;158 - VILLARROEL;OPERATIVE;OPERATIVE;;;AT_STATION;9/7/2025 12:19;17;11531;12/7/2025 01:44;2269;2749039;;;;;;;;;;;;;;;;false;false;-34.592735, -58.4450697;21/7/2025 15:10;
7166;FIT;T4514;0000A14BD016500304E0;S/N 006081;12/7/2023 18:42;;NVSDSK;;;OPERATIVE;OPERATIVE;;;IN_USE;11/7/2025 12:29;16;20273;20/7/2025 18:20;1483;1604793;;;;;;;;;;;;;;;;false;false;0.0, 0.0;21/7/2025 15:12;
7167;FIT;T4512;0000617BD016500304E0;R116073;12/7/2023 18:42;;NDQOUG;581;011 - PLAZA BOEDO;OPERATIVE;OPERATIVE;;;AT_STATION;16/7/2025 17:42;3;2017;16/7/2025 20:27;1238;1504104;;;;;;;;;;;;;;;;false;false;-34.621951534228664, -58.41236636567611;18/7/2025 10:45;
7168;FIT;T4513;00005033D016500304E0;S/N 115624;12/7/2023 18:42;;NCXHDG;13;013 - ONCE;OPERATIVE;OPERATIVE;;;AT_STATION;11/7/2025 08:08;13;12746;19/7/2025 19:43;1963;2517035;;;;;;;;;;;;;;;;false;false;-34.61009, -58.406;19/7/2025 17:19;
7169;FIT;T4511;0000D42AD416500304E0;S/N 006202;12/7/2023 18:42;;NOCFSK;490;245 - COSTANERA NORTE;OPERATIVE;OPERATIVE;;;AT_STATION;11/7/2025 13:11;18;15958;20/7/2025 23:59;1891;2385398;;;;;;;;;;;;;;;;false;false;-34.56477054, -58.402021;21/7/2025 14:07;
7172;FIT;T4413;0000A540D116500304E0;S/N 006946;12/7/2023 18:48;;NKYTID;26;026 - JUANA MANSO I;OPERATIVE;OPERATIVE;;;AT_STATION;19/7/2025 10:09;5;11187;15/7/2025 09:19;1938;2179928;;;;;;;;;;;;;;;;false;false;-34.600752, -58.3638723;21/7/2025 09:32;
7173;FIT;T4411;0000A729D416500304E0;S/N 006754;12/7/2023 18:48;;NVZHMD;400;313 - De Los Incas;OPERATIVE;OPERATIVE;;;AT_STATION;15/7/2025 03:47;15;14738;15/7/2025 11:27;1882;2288811;;;;;;;;;;;;;;;;false;false;-34.57899, -58.46982;20/7/2025 12:48;
7174;FIT;T4410;0000E44AD516500304E0;S/N 006917;12/7/2023 18:48;;NTQNNH;230;259 - PLAZA CASTELLI;OPERATIVE;OPERATIVE;;;AT_STATION;16/7/2025 17:44;11;8953;18/7/2025 17:55;2357;2853288;;;;;;;;;;;;;;;;false;false;-34.5678255, -58.4645037;21/7/2025 15:01;
7175;FIT;T4409;00000BE4D016500304E0;S/N 115708;12/7/2023 18:48;;NLROEC;569;339 - HIPODROMO DE PALERMO;OPERATIVE;OPERATIVE;;;AT_STATION;7/7/2025 19:36;23;42571;9/7/2025 06:58;1656;2006233;;;;;;;;;;;;;;;;false;false;-34.568757, -58.427288;20/7/2025 13:46;
7182;FIT;T4238;0000CB9FD516500304E0;S/N 006378;12/7/2023 18:53;;NYXOBB;;;OPERATIVE;OPERATIVE;;;IN_WAREHOUSE;20/7/2025 11:55;0;0;21/7/2025 10:58;2160;2525561;;;;;;;;;;;;;;;;false;false;0.0, 0.0;21/7/2025 10:58;
7188;FIT;T4426;00009D4AD516500304E0;S/N 006406;12/7/2023 18:59;;NHGXBH;;;OPERATIVE;OPERATIVE;;;IN_USE;16/7/2025 03:54;10;22965;19/7/2025 12:38;1835;2569655;;;;;;;;;;;;;;;;false;false;0.0, 0.0;21/7/2025 14:58;
7191;FIT;T4428;00000441D216500304E0;S/N 006951;12/7/2023 18:59;;NXMUTB;5;005 - Plaza Italia;OPERATIVE;OPERATIVE;;;AT_STATION;18/7/2025 03:42;8;16142;18/7/2025 11:25;1892;2338305;;;;;;;;;;;;;;;;false;false;-34.5805497, -58.4209542;21/7/2025 01:21;
7193;FIT;T4359;00008707E416500304E0;S/N 005483;12/7/2023 19:04;;NYJIRE;104;104 - Federico Lacroze;OPERATIVE;OPERATIVE;;;AT_STATION;17/7/2025 04:01;2;82;17/7/2025 18:32;2280;2743906;;;;;;;;;;;;;;;;false;false;-34.587617, -58.455212;21/7/2025 09:01;
7194;FIT;T4499;0000E272D016500304E0;S/N 006059;12/7/2023 19:04;;NONCUE;407;330 - Parque Avellaneda;OPERATIVE;OPERATIVE;;;AT_STATION;17/7/2025 18:17;4;6010;18/7/2025 08:16;1937;2364884;;;;;;;;;;;;;;;;false;false;-34.64243068443109, -58.478115796622575;21/7/2025 10:43;
7195;FIT;T4500;0000076FD016500304E0;S/N 006294;12/7/2023 19:04;;NNWCWB;;;OPERATIVE;OPERATIVE;;;IN_USE;14/7/2025 11:55;22;27658;21/7/2025 11:08;1997;2575125;;;;;;;;;;;;;;;;false;false;0.0, 0.0;21/7/2025 15:11;
7196;FIT;T4501;0000285DD416500304E0;S/N 002452;12/7/2023 19:04;;NASPZD;237;302 - ESTACION VILLA LURO;OPERATIVE;OPERATIVE;;;AT_STATION;8/7/2025 08:52;20;18247;8/7/2025 16:21;2095;2627782;;;;;;;;;;;;;;;;false;false;-34.63670935917866, -58.50135525810292;21/7/2025 10:09;
7197;FIT;T4236;00008A75D016500304E0;S/N 006400;12/7/2023 19:09;;NEXFEE;513;308 - SAN MARTIN II;OPERATIVE;OPERATIVE;;;AT_STATION;13/7/2025 20:25;21;19815;15/7/2025 12:26;1948;2908870;;;;;;;;;;;;;;;;false;false;-34.5971297, -58.490739;21/7/2025 11:48;
7200;FIT;T4538;0000B92AD416500304E0;S/N 006111;12/7/2023 19:10;;NMHIFG;426;396 - PLAZA ALBERTI;OPERATIVE;OPERATIVE;;;AT_STATION;12/7/2025 10:09;24;46801;20/7/2025 19:05;1788;2106423;;;;;;;;;;;;;;;;false;false;-34.5557, -58.4579;21/7/2025 14:59;
7204;FIT;T4337;0000CC26D116500304E0;S/N 115896;12/7/2023 19:15;;NZRDMB;190;190 - JUNCAL;OPERATIVE;OPERATIVE;;;AT_STATION;18/7/2025 06:57;9;9176;18/7/2025 06:57;1925;2356549;;;;;;;;;;;;;;;;false;false;-34.5850763, -58.4111136;21/7/2025 12:09;
7206;FIT;T4390;0000C527D116500304E0;S/N 004916;12/7/2023 19:15;;NLFTCH;584;355 - GUARDIA NACIONAL;OPERATIVE;OPERATIVE;;;AT_STATION;11/7/2025 08:08;0;0;6/7/2025 19:24;2183;2759200;;;;;;;;;;;;;;;;false;false;-34.64463279097436, -58.497097335022374;15/7/2025 12:00;
7209;FIT;T4408;000054E2D416500304E0;S/N 110002;12/7/2023 19:21;;NEQFHD;116;116 - HOSPITAL ALEMÁN;OPERATIVE;OPERATIVE;;;AT_STATION;10/7/2025 01:56;28;39473;19/7/2025 19:03;1604;2032812;;;;;;;;;;;;;;;;false;false;0.0, 0.0;21/7/2025 14:05;
7210;FIT;T4407;000000B3D416500304E0;S/N 006520;12/7/2023 19:21;;NUUDQK;152;152 - JULIETA LANTERI;OPERATIVE;OPERATIVE;;;AT_STATION;6/7/2025 12:29;45;46957;19/7/2025 20:34;1860;2368990;;;;;;;;;;;;;;;;false;false;-34.6181645, -58.3596311;21/7/2025 14:26;
7211;FIT;T4406;0000DD44D116500304E0;S/N 006689;12/7/2023 19:21;;NGBJXE;264;283 - BALBIN II;OPERATIVE;OPERATIVE;;;AT_STATION;9/7/2025 11:21;34;39828;18/7/2025 12:14;2090;2933609;;;;;;;;;;;;;;;;false;false;-34.5559308, -58.4812325;20/7/2025 17:50;
7213;FIT;T4575;0000A532D016500304E0;S/N 116017;12/7/2023 19:26;;NGPJQJ;562;246 - ALMAFUERTE;OPERATIVE;OPERATIVE;;;AT_STATION;16/7/2025 19:48;11;22013;18/7/2025 17:41;1314;1621639;;;;;;;;;;;;;;;;false;false;-34.647805760451966, -58.41598466627043;21/7/2025 13:47;
7215;FIT;T4558;00009929D416500304E0;S/N 115649;12/7/2023 19:26;;NFIXFG;;;OPERATIVE;OPERATIVE;;;IN_USE;14/7/2025 19:43;3;3200;14/7/2025 20:44;1420;1741535;;;;;;;;;;;;;;;;false;false;0.0, 0.0;21/7/2025 15:21;
